dsg_prompt_split,qg_model,t2i_model,item_id,question,question_id,dependency_id,answer
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_69,Is there a white suitcase?,6,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_69,Is there a brown suitcase?,7,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_69,Is the blue suitcase next to the white suitcase?,8,"5,6",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_69,Is the brown suitcase on top of the blue suitcase?,9,"7,5",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_69,Is the brown suitcase on top of the white suitcase?,10,"7,6",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are there lights?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are there two lights?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are the lights yellow?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Is there a wire?,4,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Is the wire black?,5,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are the lights hanging from the wire?,6,"1,4",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are there trees?,7,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are there two trees?,8,7,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are the trees green?,9,7,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are the trees under the lights?,10,"7,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Is there a building?,11,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Is the building tan?,12,11,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Is the building next to the trees?,13,"11,7",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are there signs?,14,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are there several signs?,15,14,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_70,Are the signs next to the building?,16,"14,11",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is there a man?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the man wearing a shirt?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the shirt orange?,3,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the man sitting?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is there a chair?,5,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the chair green?,6,5,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the man sitting on the chair?,7,"1,5",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is there a table?,8,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the table silver?,9,8,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the table in front of the man?,10,"1,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is there a bottle?,11,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the bottle made of plastic?,12,11,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the bottle on the table?,13,"11,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is there a plate?,14,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is there food on the plate?,15,14,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the plate on the table?,16,"14,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_71,Is the plate next to the bottle?,17,"14,11",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is there a man?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the man wearing swim shorts?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Are the swim shorts striped?,3,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is there a dog?,4,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the dog black and white?,5,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is there a frisbee?,6,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the frisbee white?,7,6,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is there sand?,8,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the man standing?,9,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the dog standing?,10,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the man on the sand?,11,"1,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the dog on the sand?,12,"4,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the frisbee above the sand?,13,"6,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_72,Is the frisbee in the air?,14,"6, air",no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Is there an airport?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Is the airport quiet?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Is the airport calm?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are there luggage carts?,4,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are there two luggage carts?,5,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are there planes?,6,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are there two planes?,7,6,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are the planes parked?,8,6,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are the planes waiting for passengers?,9,6,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are there poles?,10,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are there two poles?,11,10,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are the poles red?,12,10,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are the poles white?,13,10,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_73,Are the poles near the building?,14,"10,14",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Is it evening?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Is it late in the evening?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Is there a sun?,3,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Is there a sky?,4,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Is the sky blue?,5,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Is the sky cloudy?,6,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Are there city streets?,7,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Are there city traffic lights?,8,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_74,Is the sun setting in the sky?,9,"3,4",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is there a piece of paper?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is the paper brown?,2,0,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is there a table?,3,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is the table made of wood?,4,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Are there vegetables?,5,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is there a book?,6,2,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is the book yellow?,7,4,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is the book small?,8,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is the paper on top of the table?,9,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Are the vegetables on top of the paper?,10,"3,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_75,Is the book in front of the vegetables?,11,"4,3",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Is there a bowl?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Is there a table?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Is the bowl white?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Is the bowl on the table?,4,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Are there peas?,5,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Are there onions?,6,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Are the peas chopped up?,7,5,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Are the onions chopped up?,8,6,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Are the peas inside the bowl?,9,"5,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Are the onions inside the bowl?,10,"6,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Is there a fork?,11,0,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_76,Is the fork in the side of the bowl?,12,"11,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is there a woman?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is there a camera?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is the woman smiling?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is the woman in the camera?,4,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is there a bear figurine?,5,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is the bear figurine small?,6,5,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is the bear figurine brown?,7,5,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is the bear figurine in front of the woman?,8,"1,5",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is there a laptop?,9,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is the laptop with the bear figurine?,10,"5,9",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Does the laptop have a logo?,11,9,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is the logo an Apple logo?,12,11,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_77,Is the logo on the laptop?,13,"11,9",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_78,Is there a man?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_78,Is the man wearing a shirt?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_78,Is the man wearing a jacket?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_78,Is the man wearing a tie?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_78,Is the shirt white?,5,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_78,Is the jacket black?,6,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_78,Is the tie striped?,7,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is there a person?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is there a shirt?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is the shirt black?,3,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is there a skateboard?,4,0,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is the person jumping on the skateboard?,5,"1,4",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is there a boy?,6,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is there a jacket?,7,6,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is the jacket red?,8,7,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is the boy standing?,9,6,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is the boy in front of the person?,10,"6,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is there a fence?,11,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is the fence black?,12,11,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_79,Is the fence behind the people?,13,"11,1,6",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is there a man?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is the man wearing a shirt?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is the man wearing shorts?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Does the man have feet?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is the shirt black?,5,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Are the shorts black?,6,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Are the feet barefoot?,7,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is there a skateboard?,8,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Does the skateboard have wheels?,9,8,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is the skateboard black?,10,8,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Are the wheels yellow?,11,9,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is the man on top of the skateboard?,12,"1,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is there a tree?,13,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_80,Is the tree behind the man?,14,"13,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Is there a bed?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Is there a blanket?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Is there a room?,3,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Is there a fireplace?,4,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Are there windows?,5,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Are there curtains?,6,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Is the blanket gray?,7,2,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Are the curtains pink?,8,6,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Is the bed in the room?,9,"1,3",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Is the fireplace behind the bed?,10,"4,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Are the windows on both sides of the fireplace?,11,"5,4",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_81,Are the curtains on the windows?,12,"6,5",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Is there a person?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Does the person have a hand?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Does the person have a neck?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Does the person have fingers?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Does the person have a shirt?,5,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Does the person have a collar?,6,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Does the person have freckles?,7,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Does the person have a wedding ring?,8,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Does the person have a neck tie?,9,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Is the neck tie dark?,10,9,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Is the shirt gray?,11,5,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Is the person's hand holding a neck tie?,12,"2,9",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Is the wedding ring on the person's fingers?,13,"4,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Is the shirt with a collar?,14,"5,6",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_82,Are the freckles on the person's neck?,15,"3,7",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_83,Is there a man?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_83,Is there a train?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_83,Is the man going into the train?,3,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_83,Is the train very big?,4,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_83,Is the train grey?,5,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_83,Is the train metallic?,6,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_83,Does the man have jeans on?,7,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Is there a person?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Is there a sidewalk?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Is the person skating on the sidewalk?,3,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Does the person have sneakers?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Are the sneakers black and white?,5,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Does the person have a shirt?,6,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Is the shirt white?,7,6,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Does the person have a skateboard?,8,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_84,Is the skateboard tilted to the side?,9,8,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Is there a plane?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Is there air?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Is the plane flying in the air?,3,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Is the plane white?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Is the plane pointy?,5,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Is there a sky?,6,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Is the sky blue?,7,6,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Are there clouds?,8,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_85,Are the clouds fluffy?,9,8,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is there a boy?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is there a surf board?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is there a wave?,3,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Are there splashes?,4,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is the surf board blue?,5,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is the wave large?,6,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is the boy's hair dark?,7,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is the boy on top of the surf board?,8,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is the wave around the splashes?,9,"3,4",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_86,Is the boy in the wave?,10,"1,3",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is there a slice of pizza?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is the slice of pizza square?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is there a plate?,3,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is the plate round?,4,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is the plate green?,5,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is the slice of pizza on the plate?,6,"1,3",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Are there mushrooms?,7,0,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Are there black olives?,8,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Are there tomatoes?,9,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is there cabbage?,10,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is the cabbage purple?,11,10,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is the cabbage white?,12,10,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Are the mushrooms on the pizza?,13,"1,7",no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Are the black olives on the pizza?,14,"1,8",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Are the tomatoes on the pizza?,15,"1,9",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is the cabbage on the plate?,16,"3,10",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_87,Is the cabbage next to the slice of pizza?,17,"1,10",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is there a boy?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is there a horse?,2,0,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is the boy young?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is the boy walking?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is the boy walking with the horse?,5,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Does the boy have a sweater?,6,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is the sweater black?,7,6,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Does the boy have a shirt?,8,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is the shirt blue?,9,8,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is the shirt tied around his waist?,10,8,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is the horse dark brown?,11,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_88,Is the horse friendly?,12,2,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Are there women?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Is there a kitchen?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Is there a sink?,3,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Are there ovens?,4,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Is there a basket?,5,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Are the women standing?,6,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Are the women wearing white?,7,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Is the sink large?,8,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Are the women in the kitchen?,9,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Is the sink behind the women?,10,"3,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Are the ovens next to the women?,11,"4,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_89,Is one of the women holding a basket?,12,"1,5",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Is there a rooster?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Is there grass?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Does the rooster have a face?,3,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Does the rooster have a body?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Is the rooster's face red?,5,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Is the rooster's body black and orange?,6,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Is the rooster standing?,7,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Is the rooster on the grass?,8,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Is there a fence?,9,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_90,Is the fence behind the rooster?,10,"9,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is there a toilet?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is there a wall?,2,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is there a door?,3,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is there a box?,4,0,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is the door black?,5,3,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is the box white?,6,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is the toilet on the wall?,7,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is the door in front of the toilet?,8,"3,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is the box on the wall?,9,"4,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_91,Is the box above the toilet?,10,"4,1",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Are there people?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Are there two people?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Are the people playing tennis?,3,"1,2",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Are the people wearing uniforms?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Are the uniforms white?,5,4,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Is the woman wearing a tennis skort?,6,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Does the woman have a racket?,7,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Is the woman swinging her racket?,8,"1,7",yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Is there dirt under the woman?,9,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_92,Is the dirt light brown?,10,9,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_93,Are there motorcycles?,1,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_93,Are there two motorcycles?,2,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_93,Is there grass?,3,0,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_93,Is there a motorcycle in front?,4,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_93,Is there a motorcycle behind?,5,1,yes
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_93,Is the motorcycle in front white?,6,4,no
stanford_paragraph,dsg,sd2dot1,stanford_paragraph_93,Is the motorcycle behind black?,7,5,yes
