dsg_prompt_split,qg_model,t2i_model,item_id,question,answer
tifa160,tifa,sd1dot5,tifa160_50,"Question: what type of vegetable is this? Choices: broccoli, carrot, potato, onion. Answer:",
tifa160,tifa,sd1dot5,tifa160_50,"Question: is there meat? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_50,"Question: are there veggies? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_50,"Question: is the plate topped with broccoli, meat and veggies? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_50,"Question: is the plate red? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_50,"Question: what color is the plate? Choices: red, black, white, yellow. Answer:",white
tifa160,tifa,sd1dot5,tifa160_16,"Question: is this a sheep? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_16,"Question: what animal is in the picture? Choices: sheep, cow, goat, horse. Answer:",sheep
tifa160,tifa,sd1dot5,tifa160_16,"Question: is there hair on the sheep? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_16,"Question: what is on the sheep? Choices: hair, wool, fur, skin. Answer:",wool
tifa160,tifa,sd1dot5,tifa160_16,"Question: is there a fence? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_16,"Question: what type of structure is this? Choices: fence, wall, gate, door. Answer:",fence
tifa160,tifa,sd1dot5,tifa160_16,"Question: is the sheep standing under the fence? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_16,"Question: is the hair short? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_16,"Question: is the hair short or long? Choices: short, long, medium, curly. Answer:",short
tifa160,tifa,sd1dot5,tifa160_16,"Question: is the sheep under the fence? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_16,"Question: is the sheep under or next to the fence? Choices: under, next to, behind, in front of. Answer:",
tifa160,tifa,sd1dot5,tifa160_51,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_51,"Question: who is on the court? Choices: woman, man, boy, girl. Answer:",woman
tifa160,tifa,sd1dot5,tifa160_51,"Question: is this a court? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_51,"Question: what type of place is this? Choices: court, park, forest, mountain. Answer:",court
tifa160,tifa,sd1dot5,tifa160_51,"Question: is the woman playing a game? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_51,"Question: is the woman playing tennis? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_51,"Question: what sport is the woman playing? Choices: tennis, basketball, baseball, soccer. Answer:",tennis
tifa160,tifa,sd1dot5,tifa160_15,"Question: is there a clock? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_15,"Question: what type of object is this? Choices: clock, watch, timer, alarm. Answer:",clock
tifa160,tifa,sd1dot5,tifa160_15,"Question: is there a building? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_15,"Question: is the clock hanging from the building? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_15,"Question: is the clock large? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_15,"Question: is the clock large or small? Choices: large, small, medium, tiny. Answer:",large
tifa160,tifa,sd1dot5,tifa160_15,"Question: does the clock read 12:43? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_1,"Question: are there planes? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_1,"Question: what type of vehicle is this? Choices: planes, cars, motorcycles, buses. Answer:",planes
tifa160,tifa,sd1dot5,tifa160_1,"Question: are there windows? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_1,"Question: is there a group of planes? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_1,"Question: is the wall large? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_1,"Question: is the wall large or small? Choices: large, small, medium, tiny. Answer:",large
tifa160,tifa,sd1dot5,tifa160_1,"Question: are the planes near the wall? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_1,"Question: are the planes near or far from the wall? Choices: near, far, next to, behind. Answer:",
tifa160,tifa,sd1dot5,tifa160_19,"Question: is this a boy? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_19,"Question: who is standing in the door of a bus? Choices: boy, girl, man, woman. Answer:",
tifa160,tifa,sd1dot5,tifa160_19,"Question: is this a bus? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_19,"Question: what type of vehicle is this? Choices: bus, car, motorcycle, truck. Answer:",bus
tifa160,tifa,sd1dot5,tifa160_19,"Question: is the boy standing in the door of a bus? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_76,"Question: is there a person in a wooden boat? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_76,"Question: who is in the wooden boat? Choices: person, animal, robot, alien. Answer:",person
tifa160,tifa,sd1dot5,tifa160_76,"Question: is this a wooden boat? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_76,"Question: what type of boat is this? Choices: wooden boat, sailboat, motorboat, canoe. Answer:",
tifa160,tifa,sd1dot5,tifa160_76,"Question: is this a shore? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_76,"Question: is this a beach? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_76,"Question: is this a shot? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_87,"Question: is this a motorcycle? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_87,"Question: what type of vehicle is this? Choices: motorcycle, car, bicycle, bus. Answer:",motorcycle
tifa160,tifa,sd1dot5,tifa160_87,"Question: is this a closeup picture? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_87,"Question: is this the front of the motorcycle? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_87,"Question: is this the front or the back of the motorcycle? Choices: front, back, side, top. Answer:",
tifa160,tifa,sd1dot5,tifa160_87,"Question: is the motorcycle clean? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_87,"Question: is the motorcycle clean or dirty? Choices: clean, dirty, wet, dry. Answer:",clean
tifa160,tifa,sd1dot5,tifa160_40,"Question: are there fruits? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_40,"Question: are there vegetables? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_40,"Question: are the fruits and vegetables set together? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_40,"Question: is this an assortment of fruits and vegetables? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_40,"Question: are the fruits and vegetables together or apart? Choices: together, apart, mixed, separated. Answer:",
tifa160,tifa,sd1dot5,tifa160_52,"Question: are there motorcycles parked on the side of the road? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_52,"Question: what type of vehicle is parked on the side of the road? Choices: motorcycles, cars, trucks, buses. Answer:",
tifa160,tifa,sd1dot5,tifa160_52,"Question: are the motorcycles parked? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_52,"Question: is this a row of motorcycles? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_52,"Question: is this a row or a group of motorcycles? Choices: row, group, pair, set. Answer:",
tifa160,tifa,sd1dot5,tifa160_52,"Question: are the motorcycles parked on the side of the road? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_75,"Question: are there bears in the grass field? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_75,"Question: what animals are in the grass field? Choices: bears, cows, sheep, goats. Answer:",
tifa160,tifa,sd1dot5,tifa160_75,"Question: is this a grass field? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_75,"Question: what type of place is this? Choices: grass field, park, forest, mountain. Answer:",grass field
tifa160,tifa,sd1dot5,tifa160_75,"Question: are the bears brown? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_75,"Question: what color are the bears? Choices: brown, black, white, yellow. Answer:",brown
tifa160,tifa,sd1dot5,tifa160_75,"Question: are there some bears? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_75,"Question: are the bears very big? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_75,"Question: are the bears very big or very small? Choices: very big, very small, medium, tiny. Answer:",
tifa160,tifa,sd1dot5,tifa160_75,"Question: is the grass field big? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_75,"Question: is the grass field big or small? Choices: big, small, medium, tiny. Answer:",big
tifa160,tifa,sd1dot5,tifa160_54,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_54,"Question: who is sitting on a couch? Choices: woman, man, boy, girl. Answer:",woman
tifa160,tifa,sd1dot5,tifa160_54,"Question: is there a couch? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_54,"Question: what type of furniture is this? Choices: couch, chair, table, bed. Answer:",couch
tifa160,tifa,sd1dot5,tifa160_54,"Question: is there a laptop? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_54,"Question: what type of computer is this? Choices: laptop, desktop, tablet, smartphone. Answer:",laptop
tifa160,tifa,sd1dot5,tifa160_54,"Question: is the woman sitting on the couch? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_54,"Question: is the laptop in front of the woman? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_54,"Question: is the laptop in front of or behind the woman? Choices: in front of, behind, next to, under. Answer:",
tifa160,tifa,sd1dot5,tifa160_72,"Question: is this a lady? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_72,"Question: is the lady playing tennis? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_72,"Question: what sport is the person playing? Choices: tennis, basketball, baseball, soccer. Answer:",tennis
tifa160,tifa,sd1dot5,tifa160_72,"Question: is this a court? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_72,"Question: what type of place is this? Choices: court, field, stadium, gym. Answer:",court
tifa160,tifa,sd1dot5,tifa160_72,"Question: is the lady wearing red? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_72,"Question: what color is the lady wearing? Choices: red, black, white, yellow. Answer:",red
tifa160,tifa,sd1dot5,tifa160_72,"Question: is the court blue? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_72,"Question: is the court green? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: is there a slope? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: is there a background? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: is there a foreground? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: is there a grassy slope? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: are there rams? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: what animals are in the picture? Choices: rams, sheep, goats, cows. Answer:",
tifa160,tifa,sd1dot5,tifa160_98,"Question: what type of plant is this? Choices: evergreen, deciduous, cactus, grass. Answer:",grass
tifa160,tifa,sd1dot5,tifa160_98,"Question: are the rams grazing? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: what are the rams doing? Choices: grazing, running, sitting, jumping. Answer:",
tifa160,tifa,sd1dot5,tifa160_98,"Question: is the slope white? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_98,"Question: what color is the slope? Choices: white, black, red, blue. Answer:",green
tifa160,tifa,sd1dot5,tifa160_98,"Question: are there several rams? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: does the slope cover the background? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: does the foreground feature a grassy slope? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: is the evergreen measly? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_98,"Question: is the evergreen underdeveloped? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_82,"Question: is this a boy? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_82,"Question: is the boy wearing a green shirt? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_82,"Question: what is the boy wearing? Choices: green shirt, red shirt, blue shirt, yellow shirt. Answer:",green shirt
tifa160,tifa,sd1dot5,tifa160_82,"Question: is there some fruit? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_82,"Question: what type of food is in the picture? Choices: fruit, vegetable, meat, fish. Answer:",fruit
tifa160,tifa,sd1dot5,tifa160_82,"Question: is the boy posing with some fruit? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_82,"Question: is the shirt green? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_82,"Question: what color is the shirt? Choices: green, red, blue, yellow. Answer:",green
tifa160,tifa,sd1dot5,tifa160_84,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_84,"Question: are there teeth? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_84,"Question: what is the woman brushing? Choices: teeth, hair, nails, skin. Answer:",teeth
tifa160,tifa,sd1dot5,tifa160_84,"Question: is the woman dressed? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_84,"Question: is the woman smiling? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_84,"Question: is the woman brushing her teeth? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_84,"Question: is the woman dressed in black? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_84,"Question: what color is the woman dressed in? Choices: black, white, red, blue. Answer:",black
tifa160,tifa,sd1dot5,tifa160_13,"Question: is this a man? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_13,"Question: is the man wearing a shirt? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_13,"Question: is there an ocean wave? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_13,"Question: what type of wave is this? Choices: ocean wave, sound wave, light wave, radio wave. Answer:",ocean wave
tifa160,tifa,sd1dot5,tifa160_13,"Question: is the man playing on an ocean wave? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_13,"Question: what is the man doing on the ocean wave? Choices: playing, surfing, swimming, diving. Answer:",
tifa160,tifa,sd1dot5,tifa160_13,"Question: is the shirt black? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_13,"Question: what color is the shirt? Choices: black, white, red, blue. Answer:",black
tifa160,tifa,sd1dot5,tifa160_83,"Question: are there people posting in front of a camera? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_83,"Question: is there a camera? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_83,"Question: what type of device is this? Choices: camera, phone, computer, tablet. Answer:",camera
tifa160,tifa,sd1dot5,tifa160_83,"Question: are the people posting in front of a camera? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_83,"Question: are there some people? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_83,"Question: are the people posting in front of a camera for a picture? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_8,"Question: are there laptops? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_8,"Question: is there a mouse? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_8,"Question: are there cords? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_8,"Question: are there wires? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_8,"Question: is there a monitor? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_8,"Question: are there two laptops? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_8,"Question: how many laptops are there? Choices: 1, 2, 3, 4. Answer:",1
tifa160,tifa,sd1dot5,tifa160_59,"Question: are there children? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_59,"Question: is there grass? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_59,"Question: what is the children sitting on? Choices: grass, sand, snow, water. Answer:",grass
tifa160,tifa,sd1dot5,tifa160_59,"Question: is there a Frisbee? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_59,"Question: are the children sitting in the grass? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_59,"Question: are the children holding a Frisbee? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_59,"Question: is this a group of children? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_6,"Question: is this a man? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_6,"Question: is the man wearing a green suit? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_6,"Question: what is the man wearing? Choices: green suit, blue suit, red suit, yellow suit. Answer:",green suit
tifa160,tifa,sd1dot5,tifa160_6,"Question: is there a laptop? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_6,"Question: what type of computer is this? Choices: laptop, desktop, tablet, smartphone. Answer:",laptop
tifa160,tifa,sd1dot5,tifa160_6,"Question: is the man leaning over a laptop? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_6,"Question: is the suit green? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_6,"Question: what color is the suit? Choices: green, blue, red, yellow. Answer:",green
tifa160,tifa,sd1dot5,tifa160_60,"Question: is this a motorcycle? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_60,"Question: what type of vehicle is this? Choices: motorcycle, car, bicycle, bus. Answer:",motorcycle
tifa160,tifa,sd1dot5,tifa160_60,"Question: is this a dirt road? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_60,"Question: is the motorcycle grey? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_60,"Question: what color is the motorcycle? Choices: grey, black, red, blue. Answer:",grey
tifa160,tifa,sd1dot5,tifa160_60,"Question: is the motorcycle next to the building? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_60,"Question: is the motorcycle next to or behind the building? Choices: next to, behind, in front of, under. Answer:",
tifa160,tifa,sd1dot5,tifa160_62,"Question: is there a table? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_62,"Question: are there bags on the table? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_62,"Question: is there luggage? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_62,"Question: are there purses? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_62,"Question: is the table topped with bags of luggage and purses? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_99,"Question: are there people wearing helmets? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_99,"Question: are there helmets? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_99,"Question: what type of headgear is this? Choices: helmets, hats, caps, wigs. Answer:",
tifa160,tifa,sd1dot5,tifa160_99,"Question: are there bikes? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_99,"Question: are there woods? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_99,"Question: are the people standing next to the bikes? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_99,"Question: are the people wearing helmets? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_77,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_77,"Question: who is bent over next to a small refrigerator? Choices: woman, man, boy, girl. Answer:",
tifa160,tifa,sd1dot5,tifa160_77,"Question: is there a small refrigerator? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_77,"Question: what type of appliance is this? Choices: refrigerator, oven, microwave, stove top. Answer:",
tifa160,tifa,sd1dot5,tifa160_77,"Question: is the woman bent over? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_77,"Question: is the refrigerator small? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_77,"Question: is the refrigerator small or large? Choices: small, large, medium, tiny. Answer:",large
tifa160,tifa,sd1dot5,tifa160_77,"Question: is the woman next to the refrigerator? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_77,"Question: is the woman next to or behind the refrigerator? Choices: next to, behind, in front of, on top of. Answer:",
tifa160,tifa,sd1dot5,tifa160_46,"Question: are there surfers? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_46,"Question: who is carrying surf boards? Choices: surfers, swimmers, divers, skiers. Answer:",
tifa160,tifa,sd1dot5,tifa160_46,"Question: are there surf boards? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_46,"Question: what are the surfers carrying? Choices: surf boards, boats, flags, sticks. Answer:",
tifa160,tifa,sd1dot5,tifa160_46,"Question: is this the ocean? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_46,"Question: what type of place is this? Choices: ocean, lake, river, pond. Answer:",ocean
tifa160,tifa,sd1dot5,tifa160_46,"Question: are the surfers carrying surf boards? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_46,"Question: is this a group of surfers? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_46,"Question: is this a group or a single surfer? Choices: group, single, pair, team. Answer:",
tifa160,tifa,sd1dot5,tifa160_46,"Question: are the surfers carrying surf boards into the ocean? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_48,"Question: is this a woman? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_48,"Question: is the woman wearing a jacket? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_48,"Question: is there a pizza? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_48,"Question: what type of food is this? Choices: pizza, hamburger, hot dog, sandwich. Answer:",pizza
tifa160,tifa,sd1dot5,tifa160_48,"Question: is the jacket black? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_48,"Question: what color is the jacket? Choices: black, white, red, blue. Answer:",black
tifa160,tifa,sd1dot5,tifa160_73,"Question: is there a sign laying on the field? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_73,"Question: what type of object is this? Choices: sign, board, banner, poster. Answer:",sign
tifa160,tifa,sd1dot5,tifa160_73,"Question: is this a field? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_73,"Question: is there a body of water near the field? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_73,"Question: what type of place is near the field? Choices: body of water, building, road, bridge. Answer:",unanswerable
tifa160,tifa,sd1dot5,tifa160_73,"Question: is the sign laying on the field? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_73,"Question: is the field green? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_73,"Question: what color is the field? Choices: green, red, yellow, blue. Answer:",green
tifa160,tifa,sd1dot5,tifa160_73,"Question: is the field lush? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_73,"Question: is the field lush or barren? Choices: lush, barren, dry, wet. Answer:",lush
tifa160,tifa,sd1dot5,tifa160_47,"Question: are there zebras? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_47,"Question: what animals are in the picture? Choices: zebras, horses, cows, sheep. Answer:",
tifa160,tifa,sd1dot5,tifa160_47,"Question: is there hay? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_47,"Question: what are the zebras eating? Choices: hay, grass, leaves, twigs. Answer:",
tifa160,tifa,sd1dot5,tifa160_47,"Question: are the zebras eating hay? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_47,"Question: are the zebras black and white? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_47,"Question: what color are the zebras? Choices: black and white, black, white, gray. Answer:",black and white
tifa160,tifa,sd1dot5,tifa160_47,"Question: are there three zebras? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_47,"Question: how many zebras are in the picture? Choices: 1, 2, 3, 4. Answer:",2
tifa160,tifa,sd1dot5,tifa160_100,"Question: is there a teddy bear? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_100,"Question: what type of toy is this? Choices: teddy bear, doll, car, ball. Answer:",teddy bear
tifa160,tifa,sd1dot5,tifa160_100,"Question: is there furniture? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_100,"Question: is the teddy bear under the furniture? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_64,"Question: is this a giraffe? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_64,"Question: what animal is in the picture? Choices: giraffe, elephant, lion, tiger. Answer:",giraffe
tifa160,tifa,sd1dot5,tifa160_64,"Question: is there a fence? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_64,"Question: what type of object is this? Choices: fence, wall, gate, door. Answer:",fence
tifa160,tifa,sd1dot5,tifa160_64,"Question: is the large giraffe looking at the smaller giraffe? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_64,"Question: is the giraffe large? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_64,"Question: is the giraffe large or small? Choices: large, small, medium, tiny. Answer:",large
tifa160,tifa,sd1dot5,tifa160_95,"Question: is this a motorcycle? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_95,"Question: what type of vehicle is this? Choices: motorcycle, car, bicycle, bus. Answer:",motorcycle
tifa160,tifa,sd1dot5,tifa160_95,"Question: are the man and woman posing in front of a motorcycle? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_95,"Question: what are the man and woman doing in front of a motorcycle? Choices: posing, waving, nothing, shaking. Answer:",
tifa160,tifa,sd1dot5,tifa160_71,"Question: is this a beach? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_71,"Question: what type of place is this? Choices: beach, park, forest, mountain. Answer:",beach
tifa160,tifa,sd1dot5,tifa160_71,"Question: are there umbrellas on the beach? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_71,"Question: is the beach crowded? Choices: yes, no. Answer:",yes
tifa160,tifa,sd1dot5,tifa160_71,"Question: is the beach crowded or empty? Choices: crowded, empty, full, half-full. Answer:",
tifa160,tifa,sd1dot5,tifa160_71,"Question: are the umbrellas red and white? Choices: yes, no. Answer:",no
tifa160,tifa,sd1dot5,tifa160_71,"Question: what color are the umbrellas? Choices: red and white, red and blue, blue and white, red and yellow. Answer:",
tifa160,tifa,sd1dot5,tifa160_101,"Question: are there men riding horses? Choices: yes, no. Answer:",yes
